state,dist,post,pin,village
Kerala,Ernakulam,Bhaktanandapuram,682308,Thiruvaniyoor
Kerala,Ernakulam,Thiruvaniyoor,682308,Thiruvaniyoor
Kerala,Ernakulam,Meempara,682308,Aikaranad South
Kerala,Ernakulam,Puthencruz,682308,Puthencruz
Kerala,Ernakulam,Vadayampadi,682308,Aikaranad South
Kerala,Ernakulam,Ezhakkaranad,682308,Puthencruz
Kerala,Ernakulam,Varikoli,682308,Thiruvaniyoor
Kerala,Ernakulam,Ezhakkaranadu South,682308,Puthencruz
Kerala,Ernakulam,Varikoli,682308,Puthencruz
Kerala,Ernakulam,Poothrikka,682308,Aikaranad South
Kerala,Ernakulam,Irimbanam,682309,Irimbanam
Kerala,Ernakulam,Kaninad,682310,Puthencruz
Kerala,Ernakulam,Vadavucode,682310,Vadavukode
Kerala,Ernakulam,Pancode,682310,Vadavukode
Kerala,Ernakulam,Kadakkanad,682311,Aikaranad North
Kerala,Ernakulam,Kolenchery,682311,Kadayiruppu
Kerala,Ernakulam,Kolenchery,682311,Aikaranad North
Kerala,Ernakulam,Kadayirippu,682311,Aikaranad North
Kerala,Ernakulam,Kolenchery,682311,Kinginimattom
Kerala,Ernakulam,Kinginimattom,682311,Aikaranad North
Kerala,Ernakulam,Kolenchery,682311,Kadackanad
Kerala,Ernakulam,Karukappilli,682311,Aikaranad North
Kerala,Ernakulam,Kolenchery,682311,Kadamattom
Kerala,Ernakulam,Kolenchery,682311,Karukappilly
Kerala,Ernakulam,Kadamattam,682311,Aikaranad North
Kerala,Ernakulam,Chottanikkara,682312,Chottanikkara
Kerala,Ernakulam,Chottanikkara,682312,Thiruvaniyoor
Kerala,Ernakulam,Kuzhiyara,682312,Kanayannur
Kerala,Ernakulam,Kuzhiyara,682312,Thiruvaniyoor
Kerala,Ernakulam,Kanayannoor,682312,Kanayannur
Kerala,Ernakulam,Chottanikkara,682312,Kanayannur
Kerala,Ernakulam,Kaipatoor,682313,Kaippattur
Kerala,Ernakulam,Thirumarayoor,682313,Edakkattuvayal
Kerala,Ernakulam,Arakunnam,682313,Mulamthuruthy
Kerala,Ernakulam,Edakkattuvayal,682313,Edakkattuvayal
Kerala,Ernakulam,Veliyanad,682313,Edakkattuvayal
Kerala,Ernakulam,Mulanthuruthy,682314,Mulamthuruthy
Kerala,Ernakulam,Perumpilly,682314,Mulamthuruthy
Kerala,Ernakulam,Pulickamaly,682314,Mulamthuruthy
Kerala,Ernakulam,Thalacode,682314,Mulamthuruthy
Kerala,Ernakulam,Vettickal,682314,Mulamthuruthy
Kerala,Ernakulam,Paingarapilly,682314,Mulamthuruthy
Kerala,Ernakulam,Kulayettikara,682315,Amballur
Kerala,Ernakulam,Kanjiramattom,682315,Amballur
Kerala,Ernakulam,Marithazham,682315,Amballur
Kerala,Ernakulam,Amballur,682315,Amballur
Kerala,Ernakulam,Chethicode,682315,Edakkattuvayal
Kerala,Ernakulam,Kanjiramattom,682315,Kulayettikara
Kerala,Ernakulam,Mekkadambu,682316,Valakam
Kerala,Ernakulam,Kunnackal,682316,Valakam
Kerala,Ernakulam,Ayyampilly,682501,Ayyampilly
Kerala,Ernakulam,Edavanakad,682502,Edavanakkad
Kerala,Ernakulam,Elamkunnapuzha,682503,Elamkunnapuzha
Kerala,Ernakulam,Mulavukad,682504,Mulavukad
Kerala,Ernakulam,Vallarpadam,682504,Mulavukad
Kerala,Ernakulam,Narakkal,682505,Njarackal
Kerala,Ernakulam,Kumbalam,682506,Kumbalam
Kerala,Ernakulam,Panangad (Ernakulam),682506,Kumbalam
Kerala,Ernakulam,Mundamveli,682507,Mundamveli
Kerala,Ernakulam,Puthuvype,682508,Puthuvype
Kerala,Ernakulam,Azheekal,682508,Elamkunnapuzha
Kerala,Ernakulam,Ochanthuruth,682508,Elamkunnapuzha
Kerala,Ernakulam,Nedungad,682509,Nayarambalam
Kerala,Ernakulam,Nayarambalam,682509,Nayarambalam
Kerala,Ernakulam,Malipuram,682511,Elamkunnapuzha
Kerala,Ernakulam,Aluva,683101,Aluva West
Kerala,Ernakulam,Aluva Town Bus Stand,683101,Aluva
Kerala,Ernakulam,Aluva Bazar,683101,Aluva
Kerala,Ernakulam,Aluva,683101,Aluva east (part)
Kerala,Ernakulam,Aluva,683101,Aluva
Kerala,Ernakulam,Aluva-asokapuram,683101,Aluva
Kerala,Ernakulam,Union Christian College,683102,Alangad (part)
Kerala,Ernakulam,Union Christian College,683102,Chengamanad (part)
Kerala,Ernakulam,Desom,683102,Chengamanadu
Kerala,Ernakulam,Union Christian College,683102,Alangad
Kerala,Ernakulam,Union Christian College,683102,Karumaloor (part)
Kerala,Ernakulam,Kalamassery Development Plot,683104,Thrikkakara North (Part)
Kerala,Ernakulam,Kalamassery,683104,Thrikkakara North (Part)
Kerala,Ernakulam,Rajagiri,683104,Thrikkakara North (Part)
Kerala,Ernakulam,Thottumughom,683105,Aluva East Village
Kerala,Ernakulam,Marampally,683105,Marampilly
Kerala,Ernakulam,Thottumughom,683105,Aluva
Kerala,Ernakulam,South Vazhakulam,683105,Vazhakulam
Kerala,Ernakulam,Thaikkattukara,683106,Kalamasserry
Kerala,Ernakulam,Thaikkattukara,683106,Aluva
Kerala,Ernakulam,Thaikkattukara,683106,CHOORNIKKARA
Kerala,Ernakulam,Thottakkattukara,683108,Kadungallur
Kerala,Ernakulam,Uliyannoor,683108,Aluva
Kerala,Ernakulam,Muppathadam,683110,Alangad (part)
Kerala,Ernakulam,Muppathadam,683110,kadungalloor
Kerala,Ernakulam,West Kadungalloor,683110,kadungalloor
Kerala,Ernakulam,Kochi Airport,683111,Nedumbasserry (part)
Kerala,Ernakulam,Kochi Airport,683111,Nedumbassery
Kerala,Ernakulam,Erumathala,683112,Aluva East
Kerala,Ernakulam,Erumathala,683112,Aluva east (part)
Kerala,Ernakulam,Udyogamandal,683501,Udyogamandal
Kerala,Ernakulam,Kuttikkattukara,683501,Eloor
Kerala,Ernakulam,Manjummel,683501,Eloor
Kerala,Ernakulam,Binanipuram,683502,kadungalloor
Kerala,Ernakulam,Binanipuram,683502,Binanipuram
Kerala,Ernakulam,Hmt Colony,683503,Thrikkakara North (Part)
Kerala,Ernakulam,Alangad,683511,Alangad (part)
Kerala,Ernakulam,Alangad,683511,Alangad
Kerala,Ernakulam,Karumalloor,683511,Karumalloor
Kerala,Ernakulam,Panaikulam,683511,Karumalloor
Kerala,Ernakulam,West Veliyathunad,683511,kadungalloor
Kerala,Ernakulam,Alangad,683511,Karumalloor
Kerala,Ernakulam,Neericode,683511,Karumalloor
Kerala,Ernakulam,Chendamangalam,683512,Chendamangalam
Kerala,Ernakulam,Chendamangalam,683512,Paravur (part)
Kerala,Ernakulam,Paravur (Ernakulam),683513,Vadakkekara (Part)
Kerala,Ernakulam,Paravur (Ernakulam),683513,Kunnukara (part)
Kerala,Ernakulam,Ezhikkara,683513,Ezhikkara
Kerala,Ernakulam,Paravur Market,683513,Paravur
Kerala,Ernakulam,Paravur Town,683513,Paravur
Kerala,Ernakulam,Paravur (Ernakulam),683513,Ezhikkara
Kerala,Ernakulam,Nanthiattukunnam,683513,Ezhikkara
Kerala,Ernakulam,Paravur (Ernakulam),683513,Paravur
Kerala,Ernakulam,Paravur (Ernakulam),683513,Paravur (part)
Kerala,Ernakulam,Cherai,683514,pallippuram (part)
Kerala,Ernakulam,Cherai,683514,Pallippuram
Kerala,Ernakulam,Cherai,683514,Ayyamppilly (part)
Kerala,Ernakulam,Palliport,683515,pallippuram (part)
Kerala,Ernakulam,Palliport,683515,Kuzhuppilly
Kerala,Ernakulam,Palliport,683515,Pallippuram
Kerala,Ernakulam,Gothuruthy,683516,Moothakunnam
Kerala,Ernakulam,Moothakunnam,683516,Moothakunnam
Kerala,Ernakulam,Moothakunnam,683516,Chendamangalam
Kerala,Ernakulam,Maliankara,683516,Moothakunnam
Kerala,Ernakulam,Varapuzha Landing,683517,Varapuzha
Kerala,Ernakulam,Varapuzha,683517,Alangad
Kerala,Ernakulam,Varapuzha,683517,Varapuzha
Kerala,Ernakulam,Varapuzha,683517,Kadamakudy
Kerala,Ernakulam,Koonammavu,683518,Kottuvally (part)
Kerala,Ernakulam,Koonammavu,683518,Alangad (part)
Kerala,Ernakulam,Kongorpilly,683518,Kottuvally
Kerala,Ernakulam,Koonammavu,683518,Kottuvally
Kerala,Ernakulam,Kaitharam,683519,Kottuvally (part)
Kerala,Ernakulam,Kaitharam,683519,Kottuvally
Kerala,Ernakulam,Mannam Paravur,683520,Chendamangalam
Kerala,Ernakulam,Mannam Paravur,683520,Kottuvally (part)
Kerala,Ernakulam,Manjaly,683520,Kunnukara
Kerala,Ernakulam,Manjaly,683520,Karumaloor (part)
Kerala,Ernakulam,Mannam Paravur,683520,Paravur (part)
Kerala,Ernakulam,Mannam Paravur,683520,Alangad (part)
Kerala,Ernakulam,Mannam Paravur,683520,Paravur
Kerala,Ernakulam,Thathappilly,683520,Paravur
Kerala,Ernakulam,Vadakkumpuram,683521,KOOTHUKODE
Kerala,Ernakulam,Vadakkumpuram,683521,Puthenvelikkara
Kerala,Ernakulam,Vadakkumpuram,683521,VADAKKUMPURAM
Kerala,Ernakulam,Vadakkekara,683522,Moothakunnam
Kerala,Ernakulam,Vadakkekara,683522,Vadakkekara (Part)
Kerala,Ernakulam,Kunjithai,683522,Vadakkekara (Part)
Kerala,Ernakulam,Keezhillam,683541,Rayamangalam
Kerala,Ernakulam,Thrikkalathoor,683541,Rayamangalam
Kerala,Ernakulam,Keezhillam,683541,Mulavoor
Kerala,Ernakulam,Keezhillam,683541,Airapuram
Kerala,Ernakulam,Airapuram,683541,Irapuram
Kerala,Ernakulam,Pulluvazhi,683541,Rayamangalam
Kerala,Ernakulam,Perumbavoor South,683542,Perumbavoor (Part)
Kerala,Ernakulam,Perumbavoor,683542,Rayamangalam
Kerala,Ernakulam,Perumbavoor,683542,Perumbavoor
Kerala,Ernakulam,Perumbavoor,683542,Perumbavoor (Part)
Kerala,Ernakulam,Rayonpuram,683543,Perumbavoor
Kerala,Ernakulam,Rayonpuram,683543,Chelamattom (Part)
Kerala,Ernakulam,Rayonpuram,683543,Perumbavoor (Part)
Kerala,Ernakulam,Alattuchira,683544,Kodanad
Kerala,Ernakulam,Koovappady,683544,Mudakkuzha
Kerala,Ernakulam,Cheranalloor (PBR),683544,Koovappady
Kerala,Ernakulam,Illambakapalli,683544,Koovappady
Kerala,Ernakulam,Aimurikara,683544,Koovappady
Kerala,Ernakulam,Koovappady,683544,Okkal (part)
Kerala,Ernakulam,Edavoor,683544,Chelamattom (Part)
Kerala,Ernakulam,Kodanad,683544,Kodanad
Kerala,Ernakulam,Koovappady,683544,Koovappady
Kerala,Ernakulam,Nedungapra,683545,Asamannoor
Kerala,Ernakulam,Thuruthy,683545,Vengoor West
Kerala,Ernakulam,Kuruppampady,683545,Perumbavoor
Kerala,Ernakulam,Methala,683545,Rayamangalam
Kerala,Ernakulam,Kuruppampady,683545,Vengoor East
Kerala,Ernakulam,Aruvappara,683545,Vengoor
Kerala,Ernakulam,Kuruppampady,683545,Vengoor West
Kerala,Ernakulam,Iringole,683545,Perumbavoor (Part)
Kerala,Ernakulam,Kuruppampady,683545,Asamannoor
Kerala,Ernakulam,Rayamangalam,683545,Rayamangalam
Kerala,Ernakulam,Kuruppampady,683545,Kottappady
Kerala,Ernakulam,Kuruppampady,683545,Rayamangalam
Kerala,Ernakulam,Paniely,683546,Vengoor
Kerala,Ernakulam,Vengoor,683546,Vengoor
Kerala,Ernakulam,Vengoor,683546,Vengoor West
Kerala,Ernakulam,Vengoor,683546,Vengoor East
Kerala,Ernakulam,Kombanad,683546,Kombanad
Kerala,Ernakulam,Vengoor,683546,Kombanad
Kerala,Ernakulam,Choondakuzhy,683546,Vengoor West
Kerala,Ernakulam,Mudakuzha,683546,Vengoor West
Kerala,Ernakulam,Mudikkal,683547,Marampally (part)
Kerala,Ernakulam,Mudikkal,683547,Vazhakulam
Kerala,Ernakulam,Mudikkal,683547,Vengola
Kerala,Ernakulam,Mudikkal,683547,Arakkapady
Kerala,Ernakulam,Mudikkal,683547,Perumbavoor (Part)
Kerala,Ernakulam,Ponjassery,683547,Vengola
Kerala,Ernakulam,Iringole,683548,Rayamangalam
Kerala,Ernakulam,Vaikkara,683549,Asamannoor
Kerala,Ernakulam,Asamannoor,683549,Asamannoor
Kerala,Ernakulam,Asamannoor,683549,asmannoor
Kerala,Ernakulam,Okkal,683550,Chelamattom (Part)
Kerala,Ernakulam,Okkal,683550,Okkal
Kerala,Ernakulam,Vengola West,683556,Arakapady
Kerala,Ernakulam,Valayanchirangara,683556,Rayamangalam
Kerala,Ernakulam,Allapra,683556,Kizhakkambalam
Kerala,Ernakulam,Allapra,683556,Vengola
Kerala,Ernakulam,Valayanchirangara,683556,Mazhuvannoor
Kerala,Ernakulam,Valayanchirangara,683556,Vengola
Kerala,Ernakulam,Vengola,683556,Vengola
Kerala,Ernakulam,Edathala,683561,Aluva east (part)
Kerala,Ernakulam,Edathala North,683561,Aluva
Kerala,Ernakulam,Edathala,683561,Kizhakkambalam (part)
Kerala,Ernakulam,Malayidumthuruth,683561,Kunnathunad
Kerala,Ernakulam,Vilangu,683561,Kizhakkambalam
Kerala,Ernakulam,Edathala,683561,Aluva East Village
Kerala,Ernakulam,Kizhakkambalam,683562,Kizhakkambalam
Kerala,Ernakulam,Pattimattam,683562,Pattimattom
Kerala,Ernakulam,Kizhakkambalam,683562,Pattimattom
Kerala,Ernakulam,Kizhakkambalam,683562,Kizhakkambalam (part)
Kerala,Ernakulam,Naval Armament Depot - Aluva,683563,Aluva East Village
Kerala,Ernakulam,Peringala,683565,Kizhakkambalam
Kerala,Ernakulam,Vempilly,683565,Kizhakkambalam
Kerala,Ernakulam,Kumarapuram (Ernakulam),683565,Kunnathunad
Kerala,Ernakulam,Pazhamthottam,683565,Pattimattom
Kerala,Ernakulam,Kumarapuram (Ernakulam),683565,Aikaranad North
Kerala,Ernakulam,Kumarapuram (Ernakulam),683565,Kunnathunad (part)
Kerala,Ernakulam,Chowara,683571,Chowara
Kerala,Ernakulam,Chowara,683571,Nedumbasserry (part)
Kerala,Ernakulam,Chowara,683571,SreemoolaNagaram Thekkubhagam
Kerala,Ernakulam,Chowara,683571,Chengamanad (part)
Kerala,Ernakulam,Chowara,683571,Sreemoolanagaram Thekkumbhagam
Kerala,Ernakulam,Angamally,683572,Nedumbasserry (part)
Kerala,Ernakulam,Angamally,683572,Parakkadavu (part)
Kerala,Ernakulam,Angamally,683572,Angamally (part)
Kerala,Ernakulam,Thuravoor,683572,Thuravoor
Kerala,Ernakulam,Vappalassery,683572,Angamally (part)
Kerala,Ernakulam,Angamally,683572,Nedumbassery
Kerala,Ernakulam,Kidangoor,683572,Angamally
Kerala,Ernakulam,Nayathode,683572,Angamally
Kerala,Ernakulam,Vappalassery,683572,Angamaly
Kerala,Ernakulam,Elavoor,683572,Parakkadavu
Kerala,Ernakulam,Angamally,683572,Thuravoor
Kerala,Ernakulam,Puliyanam,683572,Parakkadavu
Kerala,Ernakulam,Angamally,683572,Karukutty
Kerala,Ernakulam,Angamally South,683573,Nedumbasserry (part)
Kerala,Ernakulam,Angamally South,683573,Angamally
Kerala,Ernakulam,Angamally South,683573,Angamally (part)
Kerala,Ernakulam,Piraroor,683574,Mattoor
Kerala,Ernakulam,Naduvattam,683574,Manjapra
Kerala,Ernakulam,Yordhanapuram,683574,Mattoor
Kerala,Ernakulam,Manickamangalam,683574,Kalady
Kerala,Ernakulam,Neeleeswaram,683574,Malayattoor
Kerala,Ernakulam,Kalady,683574,Kalady
Kerala,Ernakulam,Mattoor,683574,Mattoor
Kerala,Ernakulam,Parappuram,683575,Kizhakkumbhagom
Kerala,Ernakulam,Kanjoor,683575,Kizhakkumbhagom
Kerala,Ernakulam,Parappuram,683575,Kanjoor
Kerala,Ernakulam,Kanjoor,683575,Vadakkumbhagom
Kerala,Ernakulam,Thuravumkara,683575,Kanjoor
Kerala,Ernakulam,Thuravumkara,683575,Kizhakkumbhagom
Kerala,Ernakulam,Karukutty,683576,Karukutty
Kerala,Ernakulam,Karukutty,683576,Parakadavu (part)
Kerala,Ernakulam,Karukutty,683576,Mookannur (part)
Kerala,Ernakulam,Paduvapuram,683576,Karukutty
Kerala,Ernakulam,Karukutty,683576,Karukutty (part)
Kerala,Ernakulam,Mookkannur,683577,Manjapra
Kerala,Ernakulam,Azhakam,683577,Karukutty
Kerala,Ernakulam,Mookkannur,683577,Karukutty (part)
Kerala,Ernakulam,Thabore,683577,Mookkannoor
Kerala,Ernakulam,Ezhattumugham,683577,Mookkannoor
Kerala,Ernakulam,Mookkannur,683577,Mookannur (part)
Kerala,Ernakulam,Mookkannur,683577,Mookkannoor
Kerala,Ernakulam,S.Aduvassery,683578,Kunnukara
Kerala,Ernakulam,Chengamanad,683578,Kunnukara (part)
Kerala,Ernakulam,Chengamanad,683578,Chengamanad (part)
Kerala,Ernakulam,Kunnukara,683578,Kunnukara
Kerala,Ernakulam,Chengamanad,683578,Chengamanad (part0
Kerala,Ernakulam,Kurumassery,683579,Nedumbasserry (part)
Kerala,Ernakulam,Parakkadavu,683579,Parakkadavu
Kerala,Ernakulam,Kurumassery,683579,Kunnukara (part)
Kerala,Ernakulam,Kurumassery,683579,Parakkadavu
Kerala,Ernakulam,Vattaparambu,683579,Parakkadavu
Kerala,Ernakulam,Airoor,683579,Kunnukara
Kerala,Ernakulam,Kurumassery,683579,Parakkadavu (part)
Kerala,Ernakulam,Sreemoolanagaram,683580,Sreemoolanagaram
Kerala,Ernakulam,Vellarappilly South,683580,Thekkumbhagom
Kerala,Ernakulam,Vellarappilly South,683580,Sreemoolanagaram
Kerala,Ernakulam,Sreemoolanagaram,683580,Vadakkumbhagom
Kerala,Ernakulam,Ayyampuzha,683581,Malayattoor
Kerala,Ernakulam,Chully,683581,Ayyampuzha
Kerala,Ernakulam,Anappara-kalady,683581,Manjapra
Kerala,Ernakulam,Manjapra,683581,Manjapra
Kerala,Ernakulam,Kalady Plantation,683581,Ayyampuzha
Kerala,Ernakulam,Chully,683581,Mookkannoor
Kerala,Ernakulam,Ayyampuzha,683581,Ayyampuzha
Kerala,Ernakulam,Anappara-kalady,683581,Thuravoor
Kerala,Ernakulam,Athani (Ernakulam),683585,Nedumbasserry (part)
Kerala,Ernakulam,Athani (Ernakulam),683585,Nedumbassery
Kerala,Ernakulam,Nedumbassery,683585,Nedumbassery
Kerala,Ernakulam,Malayattoor,683587,Malayattoor
Kerala,Ernakulam,Mekkad,683589,Chengamanadu (part)
Kerala,Ernakulam,Mekkad,683589,Nedumbasserry (part)
Kerala,Ernakulam,Kuthiathode (EKM),683594,Puthenvelikkara
Kerala,Ernakulam,Puthenvelikkara,683594,Puthenvelikkara
Kerala,Ernakulam,Elanthikara,683594,Puthenvelikkara
Kerala,Ernakulam,Muvattupuzha,686661,Velloorkunnam (Part)
Kerala,Ernakulam,Muvattupuzha,686661,marady
Kerala,Ernakulam,Muvattupuzha,686661,Muvattupuzha (Part)
Kerala,Ernakulam,Koothattukulam,686662,Edayar
Kerala,Ernakulam,Koothattukulam,686662,Palakkuzha
Kerala,Ernakulam,Marika,686662,Palakkuzha
Kerala,Ernakulam,Palakuzha,686662,Palakkuzha
Kerala,Ernakulam,Oliyapuram,686662,Thirumarady
Kerala,Ernakulam,Edayar,686662,Thirumarady
Kerala,Ernakulam,Kizhakompu,686662,Thirumarady
Kerala,Ernakulam,Koothattukulam,686662,Thirumarady
Kerala,Ernakulam,Koothattukulam,686662,Oliyapuram
Kerala,Ernakulam,Thirumarady,686662,Thirumarady
Kerala,Ernakulam,Koothattukulam,686662,Kakkoor
Kerala,Ernakulam,Koothattukulam,686662,Karimpana
Kerala,Ernakulam,Koothattukulam,686662,Kizhakompu
Kerala,Ernakulam,Karamala,686662,Palakkuzha
Kerala,Ernakulam,Koothattukulam,686662,karamala
Kerala,Ernakulam,Koothattukulam,686662,Koothattukulam
Kerala,Ernakulam,Koothattukulam,686662,Marika
Kerala,Ernakulam,Kakkoor,686662,Thirumarady
Kerala,Ernakulam,Karimpana,686662,Palakkuzha
Kerala,Ernakulam,Ooramana,686663,Memury
Kerala,Ernakulam,Ramamangalam,686663,ikkaranad south
Kerala,Ernakulam,Ramamangalam,686663,Maneed
Kerala,Ernakulam,Kizhmuri,686663,Ramamangalam
Kerala,Ernakulam,Mamalassery,686663,Ramamangalam
Kerala,Ernakulam,Ramamangalam,686663,Ramamangalam
Kerala,Ernakulam,Piravom,686664,Pazhoor
Kerala,Ernakulam,Piravom,686664,Kalampoor
Kerala,Ernakulam,Nechoor,686664,Maneed
Kerala,Ernakulam,Pazhoor,686664,Piravom
Kerala,Ernakulam,Piravom,686664,Piravom
Kerala,Ernakulam,Piravom,686664,Mulakulam
Kerala,Ernakulam,Manidu,686664,Maneed
Kerala,Ernakulam,Piravom,686664,kakkad
Kerala,Ernakulam,Kalampoor,686664,Piravom
Kerala,Ernakulam,Pazhoor,686664,Maneed
Kerala,Ernakulam,Piravom,686664,Maneed
Kerala,Ernakulam,Kakkad,686664,Piravom
Kerala,Ernakulam,Mulakulam,686664,Piravom
Kerala,Ernakulam,Elanji,686665,Elanji
Kerala,Ernakulam,Perumbadavam,686665,Elanji
Kerala,Ernakulam,Mutholapuram,686665,Elanji
Kerala,Ernakulam,Elanji,686665,ANTHIYAL
Kerala,Ernakulam,Elanji,686665,PERUMPADAVOM
Kerala,Ernakulam,Kothamangalam College,686666,Kothamangalam
Kerala,Ernakulam,Pampakuda,686667,Elanji
Kerala,Ernakulam,Anchelpetty,686667,Memury
Kerala,Ernakulam,North Piramadom,686667,Memury
Kerala,Ernakulam,Pampakuda,686667,Ramamangalam
Kerala,Ernakulam,Periapuram,686667,Elanji
Kerala,Ernakulam,Pampakuda,686667,Memury
Kerala,Ernakulam,Onakkoor,686667,Onakkoor
Kerala,Ernakulam,Mannathur,686667,Memury
Kerala,Ernakulam,North Piramadom,686667,Thirumarady
Kerala,Ernakulam,North Piramadom,686667,Ramamangalam
Kerala,Ernakulam,Pampakuda,686667,Thirumarady
Kerala,Ernakulam,Pampakuda,686667,Marady (Part)
Kerala,Ernakulam,Anchelpetty,686667,Onakkoor
Kerala,Ernakulam,Mannathur,686667,Thirumarady
Kerala,Ernakulam,Periapuram,686667,Thirumarady
Kerala,Ernakulam,North Piramadom,686667,Marady (Part)
Kerala,Ernakulam,North Piramadom,686667,Onakkoor
Kerala,Ernakulam,Pampakuda,686667,Onakkoor
Kerala,Ernakulam,Periapuram,686667,Onakkoor
Kerala,Ernakulam,Kalloorkkad,686668,kaloor
Kerala,Ernakulam,Kalloorkkad,686668,Thazhuvamkunnam
Kerala,Ernakulam,Thazhvankunnam,686668,Kalloorkkad
Kerala,Ernakulam,Kavakkad,686668,Kalloorkkad
Kerala,Ernakulam,Kalloorkkad,686668,nagapuzha
Kerala,Ernakulam,Kalloorkkad,686668,Kalloorkkad
Kerala,Ernakulam,Kaloor,686668,Manjalloor
Kerala,Ernakulam,Ayavana,686668,Enanalloor
Kerala,Ernakulam,Nagapuzha,686668,Kalloorkkad
Kerala,Ernakulam,Kalloorkkad,686668,Manjalloor
Kerala,Ernakulam,Mazhuvannoor South,686669,Mazhuvannoor
Kerala,Ernakulam,Nellad,686669,Mazhuvannoor
Kerala,Ernakulam,Mudavoor,686669,Velloorkunnam (Part)
Kerala,Ernakulam,Mudavoor,686669,Mazhuvannoor
Kerala,Ernakulam,Mazhuvannoor,686669,Mazhuvannoor
Kerala,Ernakulam,Mullapuzhachal,686670,Manjalloor
Kerala,Ernakulam,Vazhakulam,686670,Manjalloor
Kerala,Ernakulam,Vadakode-vazhakulam,686670,Manjalloor
Kerala,Ernakulam,Kadalikkad,686670,Manjalloor
Kerala,Ernakulam,Madakkathanam,686670,Manjalloor
Kerala,Ernakulam,Vazhakulam,686670,Muvattupuzha
Kerala,Ernakulam,Avoly,686670,Muvattupuzha (Part)
Kerala,Ernakulam,Avoly,686670,Muvattupuzha
Kerala,Ernakulam,Vazhakulam,686670,Manjalloor (part)
Kerala,Ernakulam,Kadavoor,686671,Kadavoor
Kerala,Ernakulam,Paingattoor,686671,Kadavoor
Kerala,Ernakulam,Pulinthanam,686671,Pothanikkad
Kerala,Ernakulam,Chathamattam,686671,Pothanikkad
Kerala,Ernakulam,Pallarimangalam,686671,Pothanikkad
Kerala,Ernakulam,Koovalloor,686671,Pothanikkad
Kerala,Ernakulam,Chathamattam,686671,Kadavoor
Kerala,Ernakulam,Pothanicaud,686671,Pothanikkad
Kerala,Ernakulam,Pallarimangalam,686671,Varappetty
Kerala,Ernakulam,Pulinthanam,686671,Eramalloor (Part)
Kerala,Ernakulam,Pandappily,686672,Arakuzha
Kerala,Ernakulam,Meenkunnam,686672,Marady (Part)
Kerala,Ernakulam,Meenkunnam,686672,Arakuzha
Kerala,Ernakulam,Arakuzha,686672,Arakuzha
Kerala,Ernakulam,Pandappily,686672,Muvattupuzha (Part)
Kerala,Ernakulam,Memadangu,686672,Arakuzha
Kerala,Ernakulam,Muvattupuzha Market,686673,Avoly
Kerala,Ernakulam,Nirmala,686673,Marady (Part)
Kerala,Ernakulam,Thekkenmarady,686673,Marady (Part)
Kerala,Ernakulam,Pezhakkappilly,686673,Mulavoor
Kerala,Ernakulam,Muvattupuzha Market,686673,Paipra
Kerala,Ernakulam,Puthupadi,686673,Mulavoor
Kerala,Ernakulam,Enanalloor,686673,Enanalloor
Kerala,Ernakulam,Manary,686673,Mulavoor
Kerala,Ernakulam,Marady East,686673,Marady (Part)
Kerala,Ernakulam,Perumballoor,686673,Marady (Part)
Kerala,Ernakulam,Vazhappilly East,686673,Mulavoor
Kerala,Ernakulam,Muvattupuzha Market,686673,Ayavana
Kerala,Ernakulam,Muvattupuzha Market,686673,Muvattupuzha (Part)
Kerala,Ernakulam,Muvattupuzha Bazar,686673,Velloorkunnam (Part)
Kerala,Ernakulam,Muvattupuzha Market,686673,Velloorkunnam (Part)
Kerala,Ernakulam,Randar,686673,Marady (Part)
Kerala,Ernakulam,Mulavoor,686673,Mulavoor
Kerala,Ernakulam,Idamalayar,686681,Kuttampuzha
Kerala,Ernakulam,Bhoothathankettu,686681,Keerampara
Kerala,Ernakulam,Keerampara,686681,Keerampara
Kerala,Ernakulam,Chelad Junction,686681,Kuttampuzha
Kerala,Ernakulam,Mamalakandom,686681,Kuttampuzha
Kerala,Ernakulam,Pooyamkutty,686681,Kuttampuzha
Kerala,Ernakulam,Vadattupara,686681,Kuttampuzha
Kerala,Ernakulam,Chelad Junction,686681,Keerampara
Kerala,Ernakulam,Inchathotty,686681,Kuttampuzha
Kerala,Ernakulam,Njayapalli,686681,Kuttampuzha
Kerala,Ernakulam,Thattekkad,686681,Keerampara
Kerala,Ernakulam,Chelad Junction,686681,Kothamangalam
Kerala,Ernakulam,Koovappara,686681,Kuttampuzha
Kerala,Ernakulam,Kuttampuzha,686681,Kuttampuzha
Kerala,Ernakulam,Urulanthanni,686681,Kuttampuzha
